Code,Year,Value
ALB,2012,0.4897809824420753
ARE,2012,0.639379483317044
ARG,2012,0.5053773469495756
AUS,2012,0.8250114848719082
AUT,2012,0.8055518341854857
BEL,2012,0.7464980419518404
BFA,2012,0.5285220298083892
BGD,2012,0.3953182154239653
BGR,2012,0.5469260477441923
BIH,2012,0.5728947872864789
BLR,2012,0.5261336846559185
BOL,2012,0.403886618577124
BRA,2012,0.5767918018982051
BWA,2012,0.7000005992055843
CAN,2012,0.7930357105649793
CHL,2012,0.6885321244352831
CHN,2012,0.47788646901425247
CIV,2012,0.4545367856507338
CMR,2012,0.34502335216959756
COL,2012,0.49449864119118503
CZE,2012,0.6687641792299706
DEU,2012,0.791050663297751
DNK,2012,0.8788566230089492
DOM,2012,0.5141586793558696
ECU,2012,0.46230608604520407
EGY,2012,0.5004071459857224
ESP,2012,0.7281308142378928
EST,2012,0.7592823212337553
ETH,2012,0.4212157849150955
FIN,2012,0.8693909852000233
FRA,2012,0.7638798487503524
GBR,2012,0.7825026495888378
GEO,2012,0.6332675492021892
GHA,2012,0.5873810619300226
GRC,2012,0.6026436802944573
GTM,2012,0.45894774404114436
HKG,2012,0.7855213596668746
HRV,2012,0.581248208410969
HUN,2012,0.6502147391819476
IDN,2012,0.5245970888315126
IND,2012,0.4562122951761987
IRN,2012,0.47568364246411393
ITA,2012,0.6323509148114304
JAM,2012,0.5222383572059803
JOR,2012,0.5719547359813045
JPN,2012,0.8059573944561762
KAZ,2012,0.46278855695087756
KEN,2012,0.44634134374295986
KGZ,2012,0.45382711857512775
KHM,2012,0.40595014404994545
KOR,2012,0.7323131662726141
LBN,2012,0.5138879808028964
LBR,2012,0.4077433827407202
LKA,2012,0.5459597905498258
MAR,2012,0.49604920092163757
MDA,2012,0.46392578857193506
MDG,2012,0.5208462020754174
MEX,2012,0.4687576752260949
MKD,2012,0.5880977093523932
MNG,2012,0.5205804134842047
MWI,2012,0.5013373877277336
MYS,2012,0.600059557799383
NGA,2012,0.39956957528151676
NIC,2012,0.45613281258176974
NLD,2012,0.8523096697719847
NOR,2012,0.8693845618940054
NPL,2012,0.49623025141118665
NZL,2012,0.8422720677664979
PAK,2012,0.3651020482681041
PAN,2012,0.5224909417085961
PER,2012,0.5147148344895314
PHL,2012,0.4949948692372639
POL,2012,0.715621469814887
PRT,2012,0.6641690124235099
ROU,2012,0.6054564662401474
RUS,2012,0.4259058304518515
SEN,2012,0.5447974730597354
SGP,2012,0.8031180985245249
SLE,2012,0.4593022798560386
SLV,2012,0.46767962609304553
SRB,2012,0.5068452356720914
SVN,2012,0.6559896958210892
SWE,2012,0.8898991239553451
THA,2012,0.533454014070812
TUN,2012,0.5665450833249822
TUR,2012,0.5163189026604532
TZA,2012,0.4885822556513836
UGA,2012,0.4191899986563705
UKR,2012,0.45602618164672315
URY,2012,0.6837128153148586
USA,2012,0.7340248857301492
UZB,2012,0.4278731656969777
VEN,2012,0.35859205011581974
VNM,2012,0.4851289558381179
ZAF,2012,0.5647147852259581
ZMB,2012,0.45601189902241523
ZWE,2012,0.3548067033332291
ALB,2013,0.4897809824420753
ARE,2013,0.639379483317044
ARG,2013,0.5053773469495756
AUS,2013,0.8250114848719082
AUT,2013,0.8055518341854857
BEL,2013,0.7464980419518404
BFA,2013,0.5285220298083892
BGD,2013,0.3953182154239653
BGR,2013,0.5469260477441923
BIH,2013,0.5728947872864789
BLR,2013,0.5261336846559185
BOL,2013,0.403886618577124
BRA,2013,0.5767918018982051
BWA,2013,0.7000005992055843
CAN,2013,0.7930357105649793
CHL,2013,0.6885321244352831
CHN,2013,0.47788646901425247
CIV,2013,0.4545367856507338
CMR,2013,0.34502335216959756
COL,2013,0.49449864119118503
CZE,2013,0.6687641792299706
DEU,2013,0.791050663297751
DNK,2013,0.8788566230089492
DOM,2013,0.5141586793558696
ECU,2013,0.46230608604520407
EGY,2013,0.5004071459857224
ESP,2013,0.7281308142378928
EST,2013,0.7592823212337553
ETH,2013,0.4212157849150955
FIN,2013,0.8693909852000233
FRA,2013,0.7638798487503524
GBR,2013,0.7825026495888378
GEO,2013,0.6332675492021892
GHA,2013,0.5873810619300226
GRC,2013,0.6026436802944573
GTM,2013,0.45894774404114436
HKG,2013,0.7855213596668746
HRV,2013,0.581248208410969
HUN,2013,0.6502147391819476
IDN,2013,0.5245970888315126
IND,2013,0.4562122951761987
IRN,2013,0.47568364246411393
ITA,2013,0.6323509148114304
JAM,2013,0.5222383572059803
JOR,2013,0.5719547359813045
JPN,2013,0.8059573944561762
KAZ,2013,0.46278855695087756
KEN,2013,0.44634134374295986
KGZ,2013,0.45382711857512775
KHM,2013,0.40595014404994545
KOR,2013,0.7323131662726141
LBN,2013,0.5138879808028964
LBR,2013,0.4077433827407202
LKA,2013,0.5459597905498258
MAR,2013,0.49604920092163757
MDA,2013,0.46392578857193506
MDG,2013,0.5208462020754174
MEX,2013,0.4687576752260949
MKD,2013,0.5880977093523932
MNG,2013,0.5205804134842047
MWI,2013,0.5013373877277336
MYS,2013,0.600059557799383
NGA,2013,0.39956957528151676
NIC,2013,0.45613281258176974
NLD,2013,0.8523096697719847
NOR,2013,0.8693845618940054
NPL,2013,0.49623025141118665
NZL,2013,0.8422720677664979
PAK,2013,0.3651020482681041
PAN,2013,0.5224909417085961
PER,2013,0.5147148344895314
PHL,2013,0.4949948692372639
POL,2013,0.715621469814887
PRT,2013,0.6641690124235099
ROU,2013,0.6054564662401474
RUS,2013,0.4259058304518515
SEN,2013,0.5447974730597354
SGP,2013,0.8031180985245249
SLE,2013,0.4593022798560386
SLV,2013,0.46767962609304553
SRB,2013,0.5068452356720914
SVN,2013,0.6559896958210892
SWE,2013,0.8898991239553451
THA,2013,0.533454014070812
TUN,2013,0.5665450833249822
TUR,2013,0.5163189026604532
TZA,2013,0.4885822556513836
UGA,2013,0.4191899986563705
UKR,2013,0.45602618164672315
URY,2013,0.6837128153148586
USA,2013,0.7340248857301492
UZB,2013,0.4278731656969777
VEN,2013,0.35859205011581974
VNM,2013,0.4851289558381179
ZAF,2013,0.5647147852259581
ZMB,2013,0.45601189902241523
ZWE,2013,0.3548067033332291
AFG,2014,0.3371999250871366
ALB,2014,0.48525734824534317
ARE,2014,0.6544406185570238
ARG,2014,0.5031358858848481
AUS,2014,0.8015303646295603
AUT,2014,0.824482607652602
BEL,2014,0.75519117453327
BFA,2014,0.5065094226117193
BGD,2014,0.3926017463849904
BGR,2014,0.533593220235949
BIH,2014,0.5543311903900274
BLR,2014,0.5095620911093394
BOL,2014,0.3900488710554912
BRA,2014,0.5446235925769045
BWA,2014,0.6671451564922767
CAN,2014,0.784040159706135
CHL,2014,0.6799865454283309
CHN,2014,0.4524334882669324
CIV,2014,0.45507976721948445
CMR,2014,0.3858296262983336
COL,2014,0.493344203472852
CZE,2014,0.6748532367960081
DEU,2014,0.7951776776391034
DNK,2014,0.8755007693762465
DOM,2014,0.47373670349114166
ECU,2014,0.4503210645955352
EGY,2014,0.4545042672915917
ESP,2014,0.6696335332953455
EST,2014,0.7645577089952286
ETH,2014,0.4200448932119574
FIN,2014,0.8373290680830443
FRA,2014,0.7421595817873928
GBR,2014,0.7792390436335979
GEO,2014,0.603828163972426
GHA,2014,0.5698513821662243
GRC,2014,0.594402924216538
GTM,2014,0.43837603485260135
HKG,2014,0.7635371046637452
HRV,2014,0.5739104780309283
HUN,2014,0.6084578948776679
IDN,2014,0.5232561822457982
IND,2014,0.4771114706487007
IRN,2014,0.44340569103164124
ITA,2014,0.6307842036804296
JAM,2014,0.5319227203940142
JOR,2014,0.5683534344229906
JPN,2014,0.7792488716252363
KAZ,2014,0.46659851391718515
KEN,2014,0.4298678313952475
KGZ,2014,0.4502159175274544
KHM,2014,0.4028208697801154
KOR,2014,0.7682116396951182
LBN,2014,0.512461615804714
LBR,2014,0.4235153970868916
LKA,2014,0.5192273629477333
MAR,2014,0.5076917883282334
MDA,2014,0.4543975022453366
MDG,2014,0.44578772354904767
MEX,2014,0.4488076420882187
MKD,2014,0.5760837180582487
MMR,2014,0.4055905499341826
MNG,2014,0.5091646248860661
MWI,2014,0.5058205168783158
MYS,2014,0.5754979073148053
NGA,2014,0.3911975460439491
NIC,2014,0.43473699862472454
NLD,2014,0.8273353439862359
NOR,2014,0.8750275792545742
NPL,2014,0.5034559531190103
NZL,2014,0.8272764621131267
PAK,2014,0.35501496667687477
PAN,2014,0.5049679777402126
PER,2014,0.488924997064664
PHL,2014,0.5008951186725715
POL,2014,0.6748588389193785
PRT,2014,0.6626699804754278
ROU,2014,0.5934635839066853
RUS,2014,0.4471985874542521
SEN,2014,0.5423461689582673
SGP,2014,0.7880905841716822
SLE,2014,0.43833859225295513
SLV,2014,0.48474887675124334
SRB,2014,0.5059415322058644
SVN,2014,0.6498872844168432
SWE,2014,0.8529367264710511
THA,2014,0.5202364076737173
TUN,2014,0.5457107423220566
TUR,2014,0.5029496109869599
TZA,2014,0.47160490054733856
UGA,2014,0.40516907325824675
UKR,2014,0.47170336143318187
URY,2014,0.6919638177646592
USA,2014,0.7094087911711215
UZB,2014,0.4547243511695842
VEN,2014,0.3105444165136808
VNM,2014,0.4772482246807079
ZAF,2014,0.5529898518884112
ZMB,2014,0.4697403974741729
ZWE,2014,0.34455332055865034
AFG,2015,0.3451751750193288
ALB,2015,0.5209088023608597
ARE,2015,0.6519986297878685
ARG,2015,0.5248263270367435
AUS,2015,0.8148909656794577
AUT,2015,0.8348832183811679
BEL,2015,0.780809159666071
BFA,2015,0.47444193874655394
BGD,2015,0.41712812879023
BGR,2015,0.5623106999709573
BIH,2015,0.5630160055335252
BLR,2015,0.5338166130667339
BLZ,2015,0.49042717956080606
BOL,2015,0.41320295647953426
BRA,2015,0.5526212690045934
BWA,2015,0.6339074764286978
CAN,2015,0.788475361457548
CHL,2015,0.6870553832620754
CHN,2015,0.4811160388759326
CIV,2015,0.47408437087445915
CMR,2015,0.39205401314840194
COL,2015,0.5118543513809191
CRI,2015,0.6881313304127836
CZE,2015,0.7406035021133379
DEU,2015,0.826823345637802
DNK,2015,0.8856100002034182
DOM,2015,0.48790931953285305
ECU,2015,0.46865250828898836
EGY,2015,0.42741102506827056
ESP,2015,0.6976581320231775
EST,2015,0.7898990747462179
ETH,2015,0.4100288398837832
FIN,2015,0.8667616061831064
FRA,2015,0.7516598418225131
GBR,2015,0.8000031404784088
GEO,2015,0.6590164152857906
GHA,2015,0.5991405453564446
GRC,2015,0.6192017183590167
GTM,2015,0.4397238504448934
HKG,2015,0.7671806966212522
HND,2015,0.4250174676535111
HRV,2015,0.6078244828440025
HUN,2015,0.583457199951822
IDN,2015,0.5143724961869801
IND,2015,0.5142444061191099
IRN,2015,0.4386660515378657
ITA,2015,0.6530047691551791
JAM,2015,0.5698668618155296
JOR,2015,0.5684198739617502
JPN,2015,0.788816762255928
KAZ,2015,0.49749457113659185
KEN,2015,0.4440343838083796
KGZ,2015,0.47563614682436556
KHM,2015,0.3548464777343954
KOR,2015,0.7877139657692012
LBN,2015,0.4765322967894926
LBR,2015,0.44301405747679157
LKA,2015,0.5019024167794358
MAR,2015,0.5156565362205296
MDA,2015,0.48972297612407495
MDG,2015,0.4494956518430665
MEX,2015,0.48274762909739183
MKD,2015,0.5494947051999608
MMR,2015,0.413828140387782
MNG,2015,0.5444731778387811
MWI,2015,0.5032853859001131
MYS,2015,0.5515489218902481
NGA,2015,0.4224543357891173
NIC,2015,0.41912195013919684
NLD,2015,0.8513101286687421
NOR,2015,0.8832137457552872
NPL,2015,0.5244883985721192
NZL,2015,0.8378041714734948
PAK,2015,0.38462636582284315
PAN,2015,0.5298970204521878
PER,2015,0.5059028689463295
PHL,2015,0.5199496036668536
POL,2015,0.721590951845032
PRT,2015,0.7136048610190536
ROU,2015,0.6378959944595394
RUS,2015,0.4740109147066919
SEN,2015,0.5677199711598304
SGP,2015,0.8183909850055564
SLE,2015,0.43590133016906596
SLV,2015,0.5081277548554094
SRB,2015,0.5056964410876617
SVN,2015,0.6683463343442079
SWE,2015,0.8661355804944368
THA,2015,0.5174226181284307
